title,author,year,text,source,word_count,contains_misinformation_indicators
A global consumer-led strategy to tackle climate change,"
Anthony J. Webster
",2018,"  A successful response to climate change needs vast investments in low-carbon
research, energy, and sustainable development. Governments can drive research,
provide environmental regulation, and accelerate global development, but the
necessary low-carbon investments of 2-3% GDP have yet to materialise. A new
strategy to tackle climate change through consumer and government action is
outlined. It relies on ethical investments for sustainable development and
low-carbon energy, and a voluntarily financed low-carbon fund for adaptation to
climate change. Together these enable a global response through individual
actions and investments. With OECD savings exceeding 5% of disposable household
income, ethical savings alone have considerable potential.
",arXiv,101,False
"Variable Effects of Climate on Forest Growth in Relation to Climate
  Extremes, Disturbance, and Forest Stand Dynamics","
Malcolm S. Itter
, 
Andrew O. Finley
, 
Anthony W. D'Amato
, 
Jane R. Foster
, 
John B. Bradford
",2016,"  Changes in the frequency, duration, and severity of climate extremes are
forecast to occur under global climate change. The impacts of climate extremes
on forest productivity and health are complicated by potential interactions
with disturbance events and stand dynamics. The effects of stand dynamics on
forest responses to climate and disturbance are particularly important given
forest characteristics driven by stand dynamics can be modified through forest
management with the goal of increasing forest resistance and resilience to
climate change. We develop a hierarchical Bayesian state-space model allowing
climate effects on tree growth to vary over time and in relation to climate
extremes, disturbance events, and stand dynamics. We apply the model to a
dendrochronology dataset comprising measurements from forest stands of varying
composition, structure, and development stage in northeastern Minnesota.
Results indicate average forest growth was most sensitive to variables
describing climatic water deficit. Forest growth responses to water deficit
were partitioned into responses driven by climatic threshold exceedances and
interactions with forest tent caterpillar defoliation. Forest growth was both
resistant and resilient to climate extremes with the majority of forest growth
responses occurring after multiple climatic threshold exceedances or insect
defoliation events. Forest growth was most sensitive to water deficit during
periods of high stem density following major regeneration events when average
inter-tree competition was high. Results suggest that forest growth resistance
and resilience to interactions between climate extremes and insect defoliation
can be increased through management steps such as thinning to reduce
competition during early stages of stand development and small-group selection
harvests to maintain forest structures characteristic of older, mature stands.
",arXiv,264,False
Could Cirrus Clouds Have Warmed Early Mars?,"
Ramses M. Ramirez
, 
James F. Kasting
",2016,"  The presence of the ancient valley networks on Mars indicates that the
climate at 3.8 Ga was warm enough to allow substantial liquid water to flow on
the martian surface for extended periods of time. However, the mechanism for
producing this warming continues to be debated. One hypothesis is that Mars
could have been kept warm by global cirrus cloud decks in a CO2-H2O atmosphere
containing at least 0.25 bar of CO2 (Urata and Toon, 2013). Initial warming
from some other process, e.g., impacts, would be required to make this model
work. Those results were generated using the CAM 3-D global climate model.
Here, we use a single-column radiative-convective climate model to further
investigate the cirrus cloud warming hypothesis. Our calculations indicate that
cirrus cloud decks could have produced global mean surface temperatures above
freezing, but only if cirrus cloud cover approaches ~75 - 100% and if other
cloud properties (e.g., height, optical depth, particle size) are chosen
favorably. However, at more realistic cirrus cloud fractions, or if cloud
parameters are not optimal, cirrus clouds do not provide the necessary warming,
suggesting that other greenhouse mechanisms are needed.
",arXiv,188,False
How Ominous is the Future Global Warming Premonition?,"
Debashis Chatterjee
, 
Sourabh Bhattacharya
",2020,"  Global warming, the phenomenon of increasing global average temperature in
the recent decades, is receiving wide attention due to its very significant
adverse effects on climate. Whether global warming will continue even in the
future, is a question that is most important to investigate. In this regard,
the so-called general circulation models (GCMs) have attempted to project the
future climate, and nearly all of them exhibit alarming rates of global
temperature rise in the future.
  Although global warming in the current time frame is undeniable, it is
important to assess the validity of the future predictions of the GCMs. In this
article, we attempt such a study using our recently-developed Bayesian multiple
testing paradigm for model selection in inverse regression problems. The model
we assume for the global temperature time series is based on Gaussian process
emulation of the black box scenario, realistically treating the dynamic
evolution of the time series as unknown.
  We apply our ideas to datasets available from the Intergovernmental Panel on
Climate Change (IPCC) website. The best GCM models selected by our method under
different assumptions on future climate change scenarios do not convincingly
support the present global warming pattern when only the future predictions are
considered known. Using our Gaussian process idea, we also forecast the future
temperature time series given the current one. Interestingly, our results do
not support drastic future global warming predicted by almost all the GCM
models.
",arXiv,236,False
Role of anthropogenic direct heat emissions in global warming,"
Fei Wang
, 
Xingmin Mu
, 
Guangju Zhao
, 
Peng Gao
, 
Pengfei Li
",2015,"  The anthropogenic emissions of greenhouse gases (GHG) are widely realized as
the predominant drivers of global warming, but the huge and increasing
anthropogenic direct heat emissions (AHE) has not gained enough attention in
terms of its role in the warming of the climate system. Based on two reasonable
assumptions of (1) AHE eventually transfers to the Earth energy system and (2)
the net warming is only driven by the net radioactive forcing (RF) from either
GHG or other causes, we analyzed the role of AHE in global warming. The mean
annual total AHE of the four main sources including energy consumption,
residual heat of electricity generation, biomass decomposition by land use and
cover change (LUCC) and food consumption was estimated to be 4.41*10^20 J in
1970-2010, accounting for 6.23% of the net annual heat increase of the Earth
reported by IPCC AR5 for the period. The mean annual radioactive forcing (RF)
by AHE was up to 29.94 mW m^(-2) globally in 1981-2010, less than the annual
net increase of total GHG (34.80 mW m^(-2)) but more that of CO2 (24.43 mW
m^(-2). The results suggested that AHE played a great role in global warming,
urging us to pay more attention to DHE for a better evaluation of RF and more
reasonable energy policy including non-GHG energy in the future (Keywords:
climate change, anthropogenic direct heat emission, energy, radioactive
forcing, heat balance, global warming).
",arXiv,233,False
Is a Recent Surge in Global Warming Detectable?,"
Claudie Beaulieu
, 
Colin Gallagher
, 
Rebecca Killick
, 
Robert Lund
, 
Xueheng Shi
",2024,"  The global mean surface temperature is widely studied to monitor climate
change. A current debate centers around whether there has been a recent
(post-1970s) surge/acceleration in the warming rate. This paper addresses
whether an acceleration in the warming rate is detectable from a statistical
perspective. We use changepoint models, which are statistical techniques
specifically designed for identifying structural changes in time series. Four
global mean surface temperature records over 1850-2023 are scrutinized within.
Our results show limited evidence for a warming surge; in most surface
temperature time series, no change in the warming rate beyond the 1970s is
detected. As such, we estimate minimum changes in the warming trend for a surge
to be detectable in the near future.
",arXiv,119,False
"Bioclimatic change as a function of global warming from CMIP6 climate
  projections","
Morgan Sparey
, 
Peter M. Cox
, 
Mark S. Williamson
",2022,"  Climate change is predicted to lead to major changes in terrestrial
ecosystems. However, significant differences in climate model projections for
given scenarios of greenhouse gas emissions, continue to hinder detailed
assessment. Here we show, using a traditional Koppen-Geiger bioclimate
classification system, that the latest CMIP6 Earth System Models actually agree
very well on the fraction of the global land-surface that will undergo a
significant change per degree of global warming. Data from historical and
ssp585 model runs are used to create bioclimate maps at various degrees of
global warming, and to investigate the performance of the ensemble mean when
classifying climate data into discrete categories. Using a streamlined scheme
with 13 classifications, global bioclimate classification maps at 2K and 4K of
global warming above a 1901-1931 reference period are presented. These
projections show large shifts in bioclimate distribution, with an almost
exclusive change from colder, wetter bioclimates to hotter, dryer ones.
Historical model run performance is assessed and examined by comparison with
the bioclimatic classifications derived from the observed climate over the same
time period. The fraction of the land experiencing a change in its bioclimatic
class as a function of global warming is estimated by combining the results
from the individual models. Despite the discrete nature of the bioclimatic
classification scheme, we find only a weakly-saturating dependence of this
fraction on global warming which implies about 12 pct of land experiencing a
significant change in climate, per 1K increase in global mean temperature
between the global warming levels of 1 and 3K. Therefore, we estimate that
stabilising the climate at 1.5K rather than 2K of global warming, would save
over 7 million square kilometres of land from a major bioclimatic change.
",arXiv,282,False
Detecting Stance in Media on Global Warming,"
Yiwei Luo
, 
Dallas Card
, 
Dan Jurafsky
",2020,"  Citing opinions is a powerful yet understudied strategy in argumentation. For
example, an environmental activist might say, ""Leading scientists agree that
global warming is a serious concern,"" framing a clause which affirms their own
stance (""that global warming is serious"") as an opinion endorsed (""[scientists]
agree"") by a reputable source (""leading""). In contrast, a global warming denier
might frame the same clause as the opinion of an untrustworthy source with a
predicate connoting doubt: ""Mistaken scientists claim [...]."" Our work studies
opinion-framing in the global warming (GW) debate, an increasingly partisan
issue that has received little attention in NLP. We introduce Global Warming
Stance Dataset (GWSD), a dataset of stance-labeled GW sentences, and train a
BERT classifier to study novel aspects of argumentation in how different sides
of a debate represent their own and each other's opinions. From 56K news
articles, we find that similar linguistic devices for self-affirming and
opponent-doubting discourse are used across GW-accepting and skeptic media,
though GW-skeptical media shows more opponent-doubt. We also find that authors
often characterize sources as hypocritical, by ascribing opinions expressing
the author's own view to source entities known to publicly endorse the opposing
view. We release our stance dataset, model, and lexicons of framing devices for
future work on opinion-framing and the automatic detection of GW stance.
",arXiv,216,False
"Major Contribution of Halogenated Greenhouse Gases to Global Surface
  Temperature Change","
Qing-Bin Lu
",2022,"  This paper aims to better understand why there was a global warming pause in
2000-2015 and why the global mean surface temperature (GMST) has risen again in
recent years. We present and statistically analyze substantial time-series
observed datasets of global lower stratospheric temperature (GLST),
troposphere-stratosphere temperature climatology, global land surface air
temperature, GMST, sea ice extent (SIE) and snow cover extent (SCE), combined
with modeled calculations of GLSTs and GMSTs. The observed and analyzed results
show that GLST/SCE has stabilized since the mid-1990s with no significant
change over the past two and a half decades. Upper stratospheric warming at
high latitudes has been observed and GMST or global land surface air
temperature has reached a plateau since the mid-2000s with the removal of
natural effects. In marked contrast, continued drastic warmings at the coasts
of polar regions (particularly Russia and Alaska) are observed and well
explained by the sea-ice-loss warming amplification mechanism. The calculated
GMSTs by the parameter-free quantum-physics warming model of halogenated
greenhouse gases (GHGs) show excellent agreement with the observed GMSTs after
the natural El Nino southern oscillation (ENSO) and volcanic effects are
removed. These results have provided strong evidence for the dominant warming
mechanism of anthropogenic halogenated GHGs. The results also call for closer
scrutiny of the assumptions made in current climate models.
",arXiv,216,False
X-ray view of dissipative warm corona in active galactic nuclei,"
B. Palit
, 
A. Rozanska
, 
P. O. Petrucci
, 
D. Gronkiewicz
, 
S. Barnier
, 
S. Bianchi
, 
D. R. Ballantyne
, 
V. E. Gianolli
, 
R. Middei
, 
R. Belmont
, 
F. Ursini
",2024,"  In the X-ray spectra of AGNs, a noticeable excess of soft X-rays is typically
detected beyond the extrapolation of the power-law trend observed between 2-10
keV. In the scenario of warm Comptonization, observations propose a warm corona
temperature ranging from 0.1-1 keV and an optical depth of approximately 10-20.
Furthermore, according to radiative constraints derived from spectral analyses
employing Comptonization models, it is suggested that the majority of the
accretion power is released within the warm corona, while the disk beneath it
is largely non-dissipative, emitting mainly the reprocessed radiation from the
corona. We test the dissipative warm corona model using the radiative transfer
code-TITAN/NOAR on a sample of 82 XMM-Newton observations of AGNs. Through
spectral modeling of the X-ray data, we aim to estimate the total amount of
internal heating inside the warm corona situated on top of the accretion disk.
By modeling the 0.3-10 keV EPIC-pn spectra, we estimate the internal heating
and optical depth of the warm corona and check their correlations with global
parameters blackhole parameters. From model normalization, we compute the
radial extent of warm corona on top of cold accretion disk. Our model infers
the presence of dissipative warm corona, with optical depths distributed in the
range 6-30 and total internal heating in the range 1-29 x 1e-23 erg/s-cm3. The
extent of warm corona is spread across a large range from 7-408 gravitational
radii, and we find that warm corona is more extended for larger accretion
rates. Soft excess emission is ubiquitous in AGNs across wide mass range and
accretion rate. We confirm that warm corona responsible for producing the
soft-excess is highly dissipative in nature with larger optical depths being
associated with lower internal heating and vice versa. The cold standard
accretion disk regulates the extent of warm corona.
",arXiv,296,False
Anthropogenic contributions to slow warming over 1998-2012,"
Xuanming Su
, 
Hideo Shiogama
, 
Katsumasa Tanaka
, 
Kaoru Tachiiri
, 
Tomohiro Hajima
, 
Michio Watanabe
, 
Michio Kawamiya
, 
Kiyoshi Takahashi
, 
Tokuta Yokohata
",2023,"  The observed global mean surface temperature increase from 1998 to 2012 was
slower than that since 1951. The relative contributions of all relevant factors
including climate forcers, however, have not been comprehensively analyzed.
Using a reduced-complexity climate model and an observationally constrained
statistical model, we find that La Nina cooling and a descending solar cycle
contributed approximately 50% and 26% of the total warming slowdown during
1998-2012 compared to 1951-2012. Furthermore, reduced ozone-depleting
substances and methane accounted for roughly a quarter of the total warming
slowdown, which can be explained by changes in atmospheric concentrations. We
identify that human factors played an important role in slowing global warming
during 1998-2012, shedding light on the evidence for controlling global warming
by reducing greenhouse gas emissions.
",arXiv,124,False
Nonequilibrium fluctuations of global warming,"
Jun Yin
, 
Amilcare Porporato
, 
Lamberto Rondoni
",2023,"  While the warming trends of the Earth's mean temperature are evident at
climatological scales, the local temperature at shorter timescales are highly
fluctuating. In this letter we show that the probabilities of such fluctuations
are characterized by a special symmetry typical of systems out of equilibrium.
Their nearly universal properties are linked to the fluctuation theorem and
reveal that the progressive warming is accompanied by growing asymmetry of
temperature distributions. These statistics allow us to project the global
temperature variability in the near future, in line with predictions from
climate models, providing valuable information about future extremes.
",arXiv,97,False
Warming or cooling from a random walk process in the temperature,"
Bernd Albert Berg
",2020,"  A simple 3-parameter random walk model for monthly fluctuations $\triangle T$
of a temperature $T$ is introduced. Applied to a time range of 170 years,
temperature fluctuations of the model produce for about 14\% of the runs
warming that exceeds the observed global warming of the earth surface
temperature from 1850 to 2019. On the other hand, there is a 50\% likelihood
for runs of our model resulting in cooling. If a similar random walk process
can be used as an effective model for fluctuations of the global earth surface
temperature, effects due to internal and external forcing could be considerably
over- or underestimated.
",arXiv,104,False
Depth-dependent warming of the Gulf of Eilat (Aqaba),"
Sounav Sengupta
, 
Hezi Gildor
, 
Yosef Ashkenazy
",2023,"  The Gulf of Eilat (Gulf of Aqaba) is a semi-enclosed basin situated at the
northern end of the Red Sea, renowned for its exceptional marine ecosystem. To
evaluate the response of the Gulf to climate variations, we analyzed various
factors including temperature down to 700 m, surface air temperature, and heat
fluxes. We find that the sea temperature is rising at all depths despite
inconclusive trends in local atmospheric variables, including the surface air
temperature. The Gulf's sea surface temperature warms at a rate of a few
hundredths of a degree Celsius per year, which is comparable to the warming of
the global sea surface temperature and the Mediterranean Sea. The increase in
sea warming is linked to fewer winter deep mixing events that used to occur
more frequently in the past. Based on the analysis of the ocean-atmosphere heat
fluxes, we conclude that the lateral advection of heat from the southern part
of the Gulf likely leads to an increase in water temperature in the northern
part of the Gulf. Our findings suggest that local ocean warming is not
necessarily associated with local processes, but rather with the warming of
other remote locations.
",arXiv,194,False
"Impacts and risks of ""realistic"" global warming projections for the 21st
  century","
Nicola Scafetta
",2024,"  The IPCC AR6 assessment of the impacts and risks associated with projected
climate changes for the 21st century is both alarming and ambiguous. According
to computer projections, the global surface may warm from 1.3 to 8.0 {\deg}C by
2100, depending on the global climate model (GCM) and the shared socioeconomic
pathway (SSP) scenario used for the simulations. However a substantial number
of CMIP6 GCMs run ""too hot"" because they appear to be too sensitive to
radiative forcing, and that the high/extreme emission scenarios SSP3-7.0 and
SSP5-8.5 must be rejected because judged to be ""unlikely"" and ""highly
unlikely"", respectively. This paper examines the impacts and risks of
""realistic"" climate change projections for the 21st century generated by
assessing the theoretical models and integrating them with the existing
empirical knowledge on global warming and the various natural cycles of climate
change that have been recorded by a variety of scientists and historians. This
is achieved by combining the ""realistic"" SSP2-4.5 scenario and empirically
optimized climate modeling. The obtained climate projections show that the
expected global surface warming for the 21st century will likely be mild, that
is, no more than 2.5-3.0 {\deg}C and, on average, likely below the 2.0 {\deg}C
threshold. This should allow for the mitigation and management of the most
dangerous climate-change-related hazards through appropriate low-cost
adaptation policies. In conclusion, enforcing expensive decarbonization and
net-zero emission scenarios, such as SSP1-2.6, is not required because the
Paris Agreement temperature target of keeping global warming below 2 {\deg}C
throughout the 21st century should be compatible also with moderate and
pragmatic shared socioeconomic pathways such as the SSP2-4.5.
",arXiv,265,False
"Temporal changes of near-surface air temperature in Poland for 1781-2016
  and in Tbilisi (Georgia) for 1881-2016","
R. Modzelewska
, 
M. V. Alania
, 
N. I. Kapanadze
, 
E. I. Khelaia
",2021,"  Analyses of near-surface air temperature T in Poland for 1781-2016 and in
Tbilisi (Georgia) for 1881-2016 have been carried out. We show that the
centenary warming effect in Poland and in Tbilisi has almost the same
peculiarities. An average centenary warming effect deltaT = (1.08+/-0.29) C is
observed in Poland and in Tbilisi for 1881-2016. A warming effect is larger in
winter season (deltaT = ~1.15 C) than in other seasons (average warming effect
for these seasons deltaT = ~0.95 C). We show that a centenary warming is mainly
related to the change of solar activity (estimated by sunspot numbers (SSN) and
total solar irradiance (TSI)); particularly, a time interval about ~70 years
(1890-1960), when a correlation coefficients between 11 years smoothed SSN and
T, and TSI and T are high, r = 0.66+/-0.07 and r = 0.73+/-0.07 for Poland and r
= 0.82+/-0.05 and r = 0.90+/-0.05 for Tbilisi, respectively; in this period
solar activity contributes decisively in the global warming. We show that a
global warming effect equals zero based on the temperature T data in Poland for
period 1781-1880, when human activities were relatively less than in 1881-2016.
We recognize a few feeble ~20+/-3 years disturbances in the temperature changes
for period 1885-1980, most likely related with the fluctuations of solar
magnetic cycles. We distinguish the fluctuations of ~7-8 years in Poland's T
data, possibly connected with local effects of the North Atlantic Oscillation.
",arXiv,237,False
Climate change heterogeneity: A new quantitative approach,"
Maria Dolores Gadea
, 
Jesus Gonzalo
",2023,"  Climate change is a non-uniform phenomenon. This paper proposes a new
quantitative methodology to characterize, measure, and test the existence of
climate change heterogeneity. It consists of three steps. First, we introduce a
new testable warming typology based on the evolution of the trend of the whole
temperature distribution and not only on the average. Second, we define the
concepts of warming acceleration and warming amplification in a testable
format. And third, we introduce the new testable concept of warming dominance
to determine whether region A is suffering a worse warming process than region
B. Applying this three-step methodology, we find that Spain and the Globe
experience a clear distributional warming process (beyond the standard average)
but of different types. In both cases, this process is accelerating over time
and asymmetrically amplified. Overall, warming in Spain dominates the Globe in
all the quantiles except the lower tail of the global temperature distribution
that corresponds to the Arctic region. Our climate change heterogeneity results
open the door to the need for a non-uniform causal-effect climate analysis that
goes beyond the standard causality in mean as well as for a more efficient
design of the mitigation-adaptation policies. In particular, the heterogeneity
we find suggests that these policies should contain a common global component
and a clear local-regional element. Future climate agreements should take the
whole temperature distribution into account.
",arXiv,227,False
"Global Warming In Ghana's Major Cities Based on Statistical Analysis of
  NASA's POWER Over 3-Decades","
Joshua Attih
",2023,"  Global warming's impact on high temperatures in various parts of the world
has raised concerns. This study investigates long-term temperature trends in
four major Ghanaian cities representing distinct climatic zones. Using NASA's
Prediction of Worldwide Energy Resource (POWER) data, statistical analyses
assess local climate warming and its implications. Linear regression trend
analysis and eXtreme Gradient Boosting (XGBoost) machine learning predict
temperature variations. Land Surface Temperature (LST) profile maps generated
from the RSLab platform enhance accuracy. Results reveal local warming trends,
particularly in industrialized Accra. Demographic factors aren't significant.
XGBoost model's low Root Mean Square Error (RMSE) scores demonstrate
effectiveness in capturing temperature patterns. Wa unexpectedly has the
highest mean temperature. Estimated mean temperatures for mid-2023 are: Accra
27.86{\deg}C, Kumasi 27.15{\deg}C, Kete-Krachi 29.39{\deg}C, and Wa
30.76{\deg}C. These findings improve understanding of local climate warming for
policymakers and communities, aiding climate change strategies.
",arXiv,141,False
"Effect of Methane Mitigation on Global Temperature under a Permafrost
  Feedback","
Hannah Back
, 
Riley May
, 
Divya Sree Naidu
, 
Steffen Eikenberry
",2023,"  Earth systems may fall into an undesirable system state if 1.5 degrees
celsius (C) of warming is exceeded. Carbon release from substantial permafrost
stocks vulnerable to near-term warming represents a positive climate feedback
that may increase the risk of 1.5 C warming or greater. Methane (CH4) is a
short-lived but powerful greenhouse gas with a global warming potential 28.5
times that of carbon dioxide (CO2) over a 100 year time span. Because
permafrost thaw in the coming centuries is partly determined by the warming in
the 21st century, rapid reductions in methane emissions early in the 21st
century could have far reaching effects. We use a reduced complexity carbon
cycle model and a permafrost feedback module to explore the possibility that
accelerating reductions in methane emissions could help avoid long-term warming
by limiting permafrost melt. We simulate 3 extended Representative
Concentration Pathway (RCP) emission scenarios (RCP 2.6, 4.5, and 6) through
the year 2300 and impose methane mitigation strategies where we reduce CH4
emissions by 1%, 5% or 10% annually until the long-term scenario emission level
is reached. We find that accelerated rates of methane mitigation do not
sufficiently alter the global temperature anomaly to prevent or delay a
permafrost feedback, nor do they result in meaningful long term reductions in
temperatures. We find that the long-term magnitude of methane mitigation (i.e.,
long-term emission level) and not the rate of reduction, corresponds to
long-term temperature change. Therefore, policy and mitigation efforts should
emphasize durable decreases in methane emissions over rapidity of
implementation.
",arXiv,252,False
CMIP6 GCM ensemble members versus global surface temperatures,"
Nicola Scafetta
",2022,"  The Coupled Model Intercomparison Project (phase 6) (CMIP6) global
circulation models (GCMs) predict equilibrium climate sensitivity (ECS) values
ranging between 1.8 and 5.7 $^\circ$C. To narrow this range, we group 38 GCMs
into low, medium and high ECS subgroups and test their accuracy and precision
in hindcasting the mean global surface warming observed from 1980-1990 to
2011-2021 in the ERA5 T2m, HadCRUT5, GISTEMP v4, and NOAAGlobTemp v5 global
surface temperature records. We also compare the GCM hindcasts to the
satellite-based UAH MSU v6 lower troposphere global temperature record. We use
143 GCM ensemble averaged simulations under four slightly different forcing
conditions, 688 GCM member simulations, and Monte Carlo modeling of the
internal variability of the GCMs under three different model accuracy
requirements. We found that the medium and high ECS GCMs run too hot up to over
95% and 97% of cases, respectively. The low ECS GCM group agrees best with the
warming values obtained from the surface temperature records, ranging between
0.52 and 0.58 $^\circ$C. However, when comparing the observed and GCM
hindcasted warming on land and ocean regions, the surface-based temperature
records appear to exhibit a significant warming bias. If the satellite based
UAH MSU lt record is accurate, actual surface warming from 1980 to 2021 may
have been around 0.40 $^\circ$C (or less), i.e. up to about 30% less than what
is reported by the surface based temperature records. The latter situation
implies that even the low ECS models would have produced excessive warming from
1980 to 2021. These results suggest that the actual ECS may be relatively low,
i.e. lower than 3 $^\circ$C or even less than 2 $^\circ$C. Therefore, the
projected global climate warming over the next few decades could be moderate
and probably not particularly alarming.
",arXiv,292,False
"Structure formation in warm dark matter cosmologies: Top-Bottom
  Upside-Down","
Sinziana Paduroiu
, 
Yves Revaz
, 
Daniel Pfenniger
",2015,"  The damping on the fluctuation spectrum and the presence of thermal
velocities as properties of warm dark matter particles like sterile neutrinos
imprint a distinct signature found from the structure formation mechanisms to
the internal structures of halos. Using warm dark matter simulations we explore
these effects on the structure formation for different particle energies and we
find that the formation of structure is more complex than originally assumed, a
combination of top-down collapse and hierarchical (bottom-up) clustering on
multiple scales. The degree on which one scenario is more prominent with
respect to the other depends globally on the energy of the particle and locally
on the morphology and architecture of the analyzed region. The presence of
shells and caustics in warm dark matter halos is another important effect seen
in simulations. Furthermore, we discuss the impact of thermal velocities on the
structure formation from theoretical considerations as well as from the
analysis of the simulations. We re-examine the assumptions considered when
estimating the velocity dispersion for warm dark matter particles that have
been adopted in previous works for more than a decade and we give an
independent estimation for the velocities. We identify some inconsistencies in
previous published results. The relation between the warm dark matter particle
mass and its corresponding velocity dispersion is strongly model dependent,
hence the constraints on particle mass from simulation results are weak.
Finally, we review the technical difficulties that arise in warm dark matter
simulations along with possible improvements of the methods.
",arXiv,249,False
"Climate network percolation reveals the expansion and weakening of the
  tropical component under global warming","
Jingfang Fan
, 
Jun Meng
, 
Yosef Ashkenazy
, 
Shlomo Havlin
, 
Hans Joachim Schellnhuber
",2018,"  Global climate warming poses a significant challenge to humanity; it is
associated with, e.g., rising sea level and declining Arctic sea ice.
Increasing extreme events are also considered to be a result of climate
warming~\cite{pachauri2014climate,ogorman_contrasting_2014} and they may have
widespread and diverse effects on health, agriculture, economics and political
conflicts
\cite{hsiang2011civil,helbing_globally_2013,schleussner_armed-conflict_2016,carleton_social_2016}.
Still, the detection and quantification of climate change, both in observations
and climate models, constitute a main focus of the scientific community. Here
we develop a new approach based on network and percolation frameworks
\cite{cohen2010complex} to study the impacts of climate changes in the past
decades using historical models and reanalysis records, and we analyze the
expected upcoming impacts using various future global warming scenarios. More
specifically, we classify the globe area into evolving percolation clusters and
find a discontinuous phase transition, which indicates a consistent poleward
expansion of the largest (tropical) cluster, as well as the weakening of the
link's strength. This is found both in the reanalysis data and in the Coupled
Model Intercomparison Project Phase 5 (CMIP5) twenty-first century climate
change simulations~\cite{taylor2012overview}. The analysis is based on high
resolution surface (2~m) air temperature field records. We discuss the
underlying mechanism for the observed expansion of the tropical cluster and
associate it with changes in atmospheric circulation represented by the
weakening and expansion of the Hadley cell. Our framework can also be useful
for forecasting the extent of the tropical cluster in order to detect its
influence on different areas in response to global warming.
",arXiv,248,False
A price on warming with a supply chain directed market,"
John F. Raffensperger
",2020,"  Existing emissions trading system (ETS) designs inhibit emissions but do not
constrain warming to any fxed level, preventing certainty of the global path of
warming. Instead, they have the indirect objective of reducing emissions. They
provide poor future price information. And they have high transaction costs for
implementation, requiring treaties and laws. To address these shortcomings,
this paper proposes a novel double-sided auction mechanism of emissions permits
and sequestration contracts tied to temperature. This mechanism constrains
warming for many (e.g., 150) years into the future and every auction would
provide price information for this time range. In addition, this paper proposes
a set of market rules and a bottom-up implementation path. A coalition of
businesses begin implementation with jurisdictions joining as they are ready.
The combination of the selected market rules and the proposed implementation
path appear to incentivize participation. This design appears to be closer to
""first best"" with a lower cost of mitigation than any in the literature, while
increasing the certainty of avoiding catastrophic warming. This design should
also have a faster pathway to implementation. A numerical simulation shows
surprising results, e.g., that static prices are wrong, prices should evolve
over time in a way that contradicts other recent proposals, and ""global warming
potential"" as used in existing ETSs are generally erroneous.
",arXiv,215,False
Dynamic analysis of noncanonical warm inflation,"
Xi-Bin Li
, 
Yang-Yang Wang
, 
He Wang
, 
Jian-Yang Zhu
",2018,"  We study and analyze the dynamic properties of both canonical and
noncanonical warm inflationary models with dissipative effects. We consider
different models of canonical warm inflation with different dissipative
coefficients and prove that the behavior at infinity of quadratic dissipative
model distinctly differs from that of the constant dissipative model, which
means that quadratic dissipative coefficient increases the possibility of the
occurrence of inflation. We also show that the different choice of combination
of the parameters in noncanonical warm inflation exhibits dramatically
different global phase portraits on the Poincar\'{e} disk. We try to illustrate
that the noncanonical field will not expand the regime of inflation, but it
will increase the possibility of the occurrence of inflation as well and the
duration of inflation. Then, by dynamic analysis, we can exclude several
inflationary models, like the warm inflation model, with negative dissipative
coefficients, and explain that the model without potential is almost
impossible. With relevant results, we give the condition when reheating occurs.
",arXiv,162,False
"Precipitation efficiency amplifies climate sensitivity by enhancing
  tropical circulation slowdown and eastern pacific warming","
Ryan Li
, 
Joshua Studholme
, 
Alexey Fedorov
, 
Trude Storelvmo
",2022,"  Cloud processes are the largest source of uncertainty in quantifying the
global temperature response to carbon dioxide rise. Still, the role of
precipitation efficiency (PE) -- surface rain per unit column -- integrated
condensation -- is yet to be quantified. Here we use 36 limited-domain cloud
resolving simulations from the Radiative-Convective Equilibrium Model
Intercomparison Project to show that they strongly imply climate warming will
result in increases to net precipitation efficiency. We then analyze 35 General
Circulation Models (GCMs) from the Coupled Model Intercomparison Project Phase
6 and find that increasing PE enhances tropical circulation slowdown and
strengthens eastern equatorial Pacific warming. These changes trigger
pan-tropical positive cloud feedback by causing stratiform anvil cloud
reduction and stratocumulus suppression, and thereby amplify overall climate
sensitivity. Quantitatively, we find that in the 24 of 35 GCMs which match the
cloud-resolving models in simulating increasing PE with greenhouse warming,
mean Effective Climate Sensitivity is 1 K higher than in GCMs in which PE
decreases. The models simulating increasing PE also comprise all estimates of
effective climate sensitivity over 4 K. Taken together, these results show that
further constraining PE sensitivity to warming will reduce uncertainty over
future climate change.
",arXiv,196,False
